Type,Name,Location,Capacity,Phone
PRE-SCHOOL (FACILITY-BASED PROGRAM),KILLAM TINY TOTS PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,780-385-3607
DAY CARE (FACILITY-BASED PROGRAM),KINDER ACADEMY DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",32,780-819-3254
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KINDER ACADEMY DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",32,780-819-3254
DAY CARE (FACILITY-BASED PROGRAM),KINDER CAMPUS CHILD CARE COMMUNITY INC. (HILLTOP CAMPUS),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",58,780-425-6960
DAY CARE (FACILITY-BASED PROGRAM),KINDER CAMPUS CHILDCARE COMMUNITY INC. LION'S GATE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",67,780-474-9809
DAY CARE (FACILITY-BASED PROGRAM),KINDER HOUSE DAY CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",27,780-489-6063
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KINDER HOUSE DAY CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",27,780-489-6063
DAY CARE (FACILITY-BASED PROGRAM),KINDER KOLLEGE DAYCARE MCCONACHIE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",90,780-906-4106
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KINDER KOLLEGE DAYCARE MCCONACHIE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",90,780-906-4106
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KINDER STUDIOS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",38,403-992-3584
DAY CARE (FACILITY-BASED PROGRAM),KINDER STUDIOS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",38,403-992-3584
PRE-SCHOOL (FACILITY-BASED PROGRAM),KINDERGYM PRE-SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",32,780-539-1414
DAY CARE (FACILITY-BASED PROGRAM),KINDERHAUS MONTESSORI ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",36,403-452-1860
DAY CARE (FACILITY-BASED PROGRAM),KINDERHOUSE OF SPRINGBANK HILL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",63,403-975-0103
PRE-SCHOOL (FACILITY-BASED PROGRAM),KINDERHOUSE OF SPRINGBANK HILL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",63,403-975-0103
PRE-SCHOOL (FACILITY-BASED PROGRAM),KINDERSSORI ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",18,780-991-6959
DAY CARE (FACILITY-BASED PROGRAM),KINDERVALLEY MONTESSORI ACADEMY CORP.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",70,403-454-6889
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KING EDWARD CHILD CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,780-439-9014
DAY CARE (FACILITY-BASED PROGRAM),KING EDWARD CHILD CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,780-439-9014
PRE-SCHOOL (FACILITY-BASED PROGRAM),KING'S KIDS PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",19,403-342-6347
PRE-SCHOOL (FACILITY-BASED PROGRAM),KING'S KIDS PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",28,780-923-2727
PRE-SCHOOL (FACILITY-BASED PROGRAM),KING'S KIDS PRESCHOOL INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",37,403-561-2342
PRE-SCHOOL (FACILITY-BASED PROGRAM),KING'S KIDZ CHRISTIAN PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,780-476-3196
PRE-SCHOOL (FACILITY-BASED PROGRAM),KINGS KIDS OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",56,403-285-4855
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KINGS KIDS OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",56,403-285-4855
DAY CARE (FACILITY-BASED PROGRAM),KINGS POINTE VIEW DAYCARE INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",46,403-383-7067
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KINGS POINTE VIEW DAYCARE INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",46,403-383-7067
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KINGSLAND CHILD DEVELOPMENT CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,403-255-7828
DAY CARE (FACILITY-BASED PROGRAM),KINGSLAND CHILD DEVELOPMENT CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,403-255-7828
PRE-SCHOOL (FACILITY-BASED PROGRAM),KINGSLAND COMMUNITY PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,403-258-1308
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KINOSAYO OUT OF SCHOOL PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",42,780-458-0098
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KITSCOTY COMMUNITY CABIN 4 KIDS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,780-846-2228
DAY CARE (FACILITY-BASED PROGRAM),KITSCOTY COMMUNITY CABIN 4 KIDS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,780-846-2228
PRE-SCHOOL (FACILITY-BASED PROGRAM),KITSCOTY RUGRATS PLAYSCHOOL ASSOCIATION,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",29,780-846-2053
DAY CARE (FACILITY-BASED PROGRAM),KITTENS' MITTENS CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",87,780-902-7582
DAY CARE (FACILITY-BASED PROGRAM),KLARVATTEN PLAZA DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",130,780-756-2006
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KLARVATTEN PLAZA DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",130,780-756-2006
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KLORIOUS KIDS ACADEMY (TOWER 1 CENTER),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",27,780-791-0909
DAY CARE (FACILITY-BASED PROGRAM),KLORIOUS KIDS ACADEMY (TOWER 1 CENTER),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",27,780-791-0909
DAY CARE (FACILITY-BASED PROGRAM),KLORIOUS KIDS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",112,780-715-2228
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KLORIOUS KIDS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",112,780-715-2228
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KLUB BEFORE AND AFTER SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",36,587-703-5582
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KLUB CARE TRINITY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",50,587-572-5582
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KNOTTIN SCHOOL DAYCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,587-364-0011
DAY CARE (FACILITY-BASED PROGRAM),KNOTTIN SCHOOL DAYCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,587-364-0011
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KNOTTWOOD KINDER SCHOOL AND OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,780-499-8204
DAY CARE (FACILITY-BASED PROGRAM),KNOTTWOOD MONTESSORI DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",72,780-461-3320
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KNOTTWOOD MONTESSORI DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",72,780-461-3320
DAY CARE (FACILITY-BASED PROGRAM),KNOWLEDGE TREE EARLY LEARNING & CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",59,780-524-3827
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KNOWLEDGE TREE EARLY LEARNING & CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",59,780-524-3827
PRE-SCHOOL (FACILITY-BASED PROGRAM),KOINONIA CHRISTAN SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,403-346-1818
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KREATIVE KIDZ CHILDCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",90,780-417-0991
DAY CARE (FACILITY-BASED PROGRAM),KREATIVE KIDZ CHILDCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",90,780-417-0991
DAY CARE (FACILITY-BASED PROGRAM),KRISTOPHER ROBYN'S CHILD CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,780-460-9711
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),KRISTOPHER ROBYN'S CHILD CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,780-460-9711
PRE-SCHOOL (FACILITY-BASED PROGRAM),L'ECOLE DES PETITS PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",22,780-929-5445
PRE-SCHOOL (FACILITY-BASED PROGRAM),LA CRETE HEAD START,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",15,780-928-3323
DAY CARE (FACILITY-BASED PROGRAM),LA FORET ENCHANTEE LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",110,403-813-3750
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LA FORET ENCHANTEE LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",110,403-813-3750
DAY CARE (FACILITY-BASED PROGRAM),LA GARDERIE CREFL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",32,403-393-0171
DAY CARE (FACILITY-BASED PROGRAM),LA GARDERIE LES PETITS OURSONS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",28,780-614-7234
PRE-SCHOOL (FACILITY-BASED PROGRAM),LA GLACE PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",16,780-505-0785
PRE-SCHOOL (FACILITY-BASED PROGRAM),LA PERLE PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,780-483-1864
DAY CARE (FACILITY-BASED PROGRAM),LA PETITE ACADEMY CHILDCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",29,780-680-8406
DAY CARE (FACILITY-BASED PROGRAM),LA PETITE ACADEMY CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,780-680-8406
PRE-SCHOOL (FACILITY-BASED PROGRAM),LA PETITE ECOLE DE LEGAL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",17,780-961-3557
PRE-SCHOOL (FACILITY-BASED PROGRAM),LA PRE-MATERNELLE CAPUCINE - TDJ,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",21,587-913-1871
PRE-SCHOOL (FACILITY-BASED PROGRAM),LA PRE-MATERNELLE CAPUCINE-ENM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",16,587-913-1871
PRE-SCHOOL (FACILITY-BASED PROGRAM),LA PRE-MATERNELLE LA COCCINELLE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",18,403-815-4063
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LA ROSE DES VENTS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,403-437-9438
PRE-SCHOOL (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE NE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",67,403-280-9922
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE NE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",67,403-280-9922
DAY CARE (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE NE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",67,403-280-9922
DAY CARE (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE SE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",99,403-278-1149
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE SE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",99,403-278-1149
PRE-SCHOOL (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE SE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",99,403-278-1149
DAY CARE (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE SW,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",150,403-217-5599
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE SW,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",150,403-217-5599
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LA SOCIETE POMMES DE REINETTE DAYCARE-OSC COCHRANE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,403-217-5599
PRE-SCHOOL (FACILITY-BASED PROGRAM),LA SOCIETE PREMATERNELLE LA BOITE A SURPRISES,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",22,780-459-9568
DAY CARE (FACILITY-BASED PROGRAM),LAC LA BICHE LITTLE SPROUTS CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",105,780-623-4110
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAC LA BICHE LITTLE SPROUTS CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",105,780-623-4110
PRE-SCHOOL (FACILITY-BASED PROGRAM),LAC LA BICHE REGIONAL ABORIGINAL/METIS HEADSTART NURSERY SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,780-623-3641
PRE-SCHOOL (FACILITY-BASED PROGRAM),LACOMBE CHRISTIAN PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,403-782-6531
PRE-SCHOOL (FACILITY-BASED PROGRAM),LACOMBE MOTHER GOOSE PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,403-782-5352
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LACOMBE SCHOOL AGE PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,403-782-5728
PRE-SCHOOL (FACILITY-BASED PROGRAM),LADYBUG PLAYSCHOOL ASSOCIATION,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,587-338-5284
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAGO LINDO O.S.C.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,780-414-6459
PRE-SCHOOL (FACILITY-BASED PROGRAM),LAGO LINDO PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,780-457-0574
DAY CARE (FACILITY-BASED PROGRAM),LAKE LOUISE SKI HILL DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",47,403-522-1348
PRE-SCHOOL (FACILITY-BASED PROGRAM),LAKESIDE NURSERY SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",27,780-849-4511
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAKEVIEW AFTER SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",48,780-457-2132
PRE-SCHOOL (FACILITY-BASED PROGRAM),LAKEVIEW COMMUNITY PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",16,403-826-2585
DAY CARE (FACILITY-BASED PROGRAM),LAKEVIEW DAY CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",49,780-457-2132
DAY CARE (FACILITY-BASED PROGRAM),LAKEWOOD CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",112,780-462-9495
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAKEWOOD CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",112,780-462-9495
PRE-SCHOOL (FACILITY-BASED PROGRAM),LAMONT COMMUNITY PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",22,780-895-2668
PRE-SCHOOL (FACILITY-BASED PROGRAM),LANGDON LEARNING CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,403-918-9364
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LANGDON LEARNING CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,403-918-9364
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LANSDOWNE CHILD CARE AND FAMILY CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",130,780-437-5654
DAY CARE (FACILITY-BASED PROGRAM),LANSDOWNE CHILD CARE AND FAMILY CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",130,780-437-5654
DAY CARE (FACILITY-BASED PROGRAM),LAPERLE CHILD DEVELOPMENT CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",138,780-489-2569
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAPERLE CHILD DEVELOPMENT CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",138,780-489-2569
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAUDERDALE AFTERSCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",36,780-475-1252
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAUGH 'N' LEARN - LANGDON,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,403-901-7888
PRE-SCHOOL (FACILITY-BASED PROGRAM),LAUGH 'N' LEARN - LANGDON,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,403-901-7888
PRE-SCHOOL (FACILITY-BASED PROGRAM),LAUGH 'N' LEARN DEWINTON,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",68,587-586-6119
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAUGH 'N' LEARN DEWINTON,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",68,587-586-6119
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAUGH AND LEARN ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",36,780-554-5934
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LAURIER HEIGHTS OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",120,780-497-1334
DAY CARE (FACILITY-BASED PROGRAM),LAURIER HEIGHTS OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",120,780-497-1334
DAY CARE (FACILITY-BASED PROGRAM),LE COIN DES LUTINS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",25,780-815-0791
PRE-SCHOOL (FACILITY-BASED PROGRAM),LE COIN DES LUTINS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",25,780-815-0791
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LE COIN DES LUTINS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",25,780-815-0791
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LE PAYS DES JEUX,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",54,780-468-6934
DAY CARE (FACILITY-BASED PROGRAM),LE PAYS DES JEUX,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",54,780-468-6934
DAY CARE (FACILITY-BASED PROGRAM),LEAP N LEARN CHILDCARE CENTRE SILVERADO,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,403-264-0515
PRE-SCHOOL (FACILITY-BASED PROGRAM),LEAP N LEARN CHILDCARE CENTRE SILVERADO,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,403-264-0515
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEAP N LEARN CHILDCARE CENTRE SILVERADO,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,403-264-0515
PRE-SCHOOL (FACILITY-BASED PROGRAM),LEAP N LEARN CHILDCARE CENTRE WALDEN,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,403-453-1020
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEAP N LEARN CHILDCARE CENTRE WALDEN,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,403-453-1020
PRE-SCHOOL (FACILITY-BASED PROGRAM),LEAPAH'S LEARNING GARDEN,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,780-492-7300
DAY CARE (FACILITY-BASED PROGRAM),LEAPS & BOUNDS CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",31,403-741-9666
DAY CARE (FACILITY-BASED PROGRAM),LEAPS & BOUNDS EARLY LEARNING CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",77,780-450-0467
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEAPS & BOUNDS EARLY LEARNING CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",77,780-450-0467
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEARN 'N' LAUGH OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",14,403-844-5924
PRE-SCHOOL (FACILITY-BASED PROGRAM),LEARN AND PLAY PRESCHOOL ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,403-274-4949
DAY CARE (FACILITY-BASED PROGRAM),"LEARN, LOVE 'N LAUGH CHILD CARE CENTRE","4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",36,780-987-3349
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),"LEARN, LOVE 'N' LAUGH OUT OF SCHOOL CARE","4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",31,780-987-3349
PRE-SCHOOL (FACILITY-BASED PROGRAM),LEARN-A-LOT PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,403-625-4551
DAY CARE (FACILITY-BASED PROGRAM),LEARN-N-SHARE DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",23,780-293-5258
DAY CARE (FACILITY-BASED PROGRAM),LEARNED ROBIN MONTESSORI DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",70,780-977-7294
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEARNED ROBIN MONTESSORI DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",70,780-977-7294
PRE-SCHOOL (FACILITY-BASED PROGRAM),LEARNING ADVENTURES PRE-SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",32,403-242-2896
PRE-SCHOOL (FACILITY-BASED PROGRAM),LEARNING EXPERIENCE PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",82,403-256-1417
DAY CARE (FACILITY-BASED PROGRAM),LEARNING EXPERIENCE PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",82,403-256-1417
DAY CARE (FACILITY-BASED PROGRAM),LEARNING FOR LIFE CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",113,780-428-0828
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEARNING FOR LIFE CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",113,780-428-0828
DAY CARE (FACILITY-BASED PROGRAM),LEARNING HANDS DAYCARE & OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",69,780-758-6647
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEARNING HANDS DAYCARE & OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",69,780-758-6647
DAY CARE (FACILITY-BASED PROGRAM),LEARNING LADDER CHILDCARE LTD,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",75,780-935-6394
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEARNING LADDER CHILDCARE LTD,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",75,780-935-6394
DAY CARE (FACILITY-BASED PROGRAM),LEARNING THROUGH PLAY CHILD DEVELOPMENT CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",88,780-476-4322
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEARNING THROUGH PLAY CHILD DEVELOPMENT CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",88,780-476-4322
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEARNING THROUGH PLAY MONTESSORI DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",56,780-469-0963
DAY CARE (FACILITY-BASED PROGRAM),LEARNING THROUGH PLAY MONTESSORI DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",56,780-469-0963
PRE-SCHOOL (FACILITY-BASED PROGRAM),LEARNING TOGETHER PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",25,780-720-1359
PRE-SCHOOL (FACILITY-BASED PROGRAM),LEGACIES ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,403-875-0194
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEGACY CHILDCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",184,780-849-2365
DAY CARE (FACILITY-BASED PROGRAM),LEGACY CHILDCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",184,780-849-2365
DAY CARE (FACILITY-BASED PROGRAM),LEGACY MONTESSORI ACADEMY LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",51,403-903-4042
DAY CARE (FACILITY-BASED PROGRAM),LEGAL CHILD CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,780-271-6643
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),LEGAL CHILD CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,780-271-6643
